periode_data,tanggal,stasiun,pm10,pm2.5,so2,co,o3,no2,max,critical,kategori
201007,2010-05-07,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201007,2010-05-07,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201007,2010-05-07,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201007,2010-05-07,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201008,2010-05-08,DKI1,76,,16,---,56,26,76,PM10,SEDANG
201008,2010-05-08,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201008,2010-05-08,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201008,2010-05-08,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201008,2010-05-08,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201009,2010-05-09,DKI1,48,,17,26,54,17,54,O3,SEDANG
201009,2010-05-09,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201009,2010-05-09,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201009,2010-05-09,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201009,2010-05-09,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201010,2010-05-10,DKI1,54,,22,39,63,23,63,O3,SEDANG
201010,2010-05-10,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201010,2010-05-10,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201010,2010-05-10,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201010,2010-05-10,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201011,2010-05-11,DKI1,31,,13,27,26,9,31,PM10,BAIK
201011,2010-05-11,DKI2,13,,1,22,54,11,54,O3,SEDANG
201011,2010-05-11,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201011,2010-05-11,DKI4,13,,1,22,54,11,54,O3,SEDANG
201011,2010-05-11,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201012,2010-05-12,DKI1,31,,15,34,25,6,34,CO,BAIK
201012,2010-05-12,DKI2,14,,4,24,30,8,30,O3,BAIK
201012,2010-05-12,DKI3,41,,3,22,23,3,41,PM10,BAIK
201012,2010-05-12,DKI4,60,,2,38,18,6,60,PM10,SEDANG
201012,2010-05-12,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-13,DKI1,52,,15,40,65,21,65,O3,SEDANG
201005,2010-05-13,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-13,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-13,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-13,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-14,DKI1,59,,12,46,69,26,69,O3,SEDANG
201005,2010-05-14,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-14,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-14,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-14,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-15,DKI1,52,,14,45,92,26,92,O3,SEDANG
201005,2010-05-15,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-15,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-15,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-15,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-16,DKI1,56,,12,29,65,15,65,O3,SEDANG
201005,2010-05-16,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-16,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-16,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-16,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-17,DKI1,55,,15,55,32,16,55,PM10,SEDANG
201005,2010-05-17,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-17,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-17,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-17,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-18,DKI1,57,,17,45,50,25,57,PM10,SEDANG
201005,2010-05-18,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-18,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-18,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-18,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-19,DKI1,69,,14,39,79,18,79,O3,SEDANG
201005,2010-05-19,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-19,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-19,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-19,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-20,DKI1,58,,14,38,57,21,58,PM10,SEDANG
201005,2010-05-20,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-20,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-20,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-20,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-21,DKI1,53,,14,37,60,18,60,O3,SEDANG
201005,2010-05-21,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-21,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-21,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-21,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-22,DKI1,63,,16,50,54,21,63,PM10,SEDANG
201005,2010-05-22,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-22,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-22,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-22,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-23,DKI1,57,,14,28,50,23,57,PM10,SEDANG
201005,2010-05-23,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-23,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-23,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-23,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-24,DKI1,54,,15,37,42,21,54,PM10,SEDANG
201005,2010-05-24,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-24,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-24,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-24,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-25,DKI1,56,,18,34,43,18,56,PM10,SEDANG
201005,2010-05-25,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-25,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-25,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-25,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-26,DKI1,55,,15,41,123,34,123,O3,TIDAK SEHAT
201005,2010-05-26,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-26,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-26,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-26,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-27,DKI1,58,,17,50,113,29,113,O3,TIDAK SEHAT
201005,2010-05-27,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-27,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-27,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-27,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-28,DKI1,68,,21,49,24,25,68,PM10,SEDANG
201005,2010-05-28,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-28,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-28,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-28,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-29,DKI1,54,,16,30,28,14,54,PM10,SEDANG
201005,2010-05-29,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-29,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-29,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-29,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-30,DKI1,59,,14,41,64,16,64,O3,SEDANG
201005,2010-05-30,DKI2,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-30,DKI3,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-30,DKI4,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-30,DKI5,---,,---,---,---,---,0,,TIDAK ADA DATA
201005,2010-05-31,DKI1,56,,16,33,25,15,56,PM10,SEDANG
