time,temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),precipitation_hours (h),wind_speed_10m_max (km/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),temperature_2m_mean (°C),relative_humidity_2m_mean (%),cloud_cover_mean (%),surface_pressure_mean (hPa),wind_gusts_10m_max (km/h),winddirection_10m_dominant (°),relative_humidity_2m_max (%),relative_humidity_2m_min (%),cloud_cover_max (%),cloud_cover_min (%),wind_gusts_10m_mean (km/h),wind_speed_10m_mean (km/h),wind_gusts_10m_min (km/h),wind_speed_10m_min (km/h),surface_pressure_max (hPa),surface_pressure_min (hPa)
2017-05-24,32.6,24.6,0.80,6.0,8.0,96,19.05,28.1,78,58,1008.7,21.2,96,93,52,97,12,12.0,4.4,4.7,1.5,1010.0,1006.2
2017-05-25,32.4,24.6,0.00,0.0,9.2,148,19.48,28.1,76,41,1008.4,22.3,148,93,53,98,7,13.8,5.6,4.7,2.5,1010.0,1005.9
2017-05-26,33.1,22.9,0.30,1.0,9.7,286,21.22,28.1,76,26,1008.2,27.4,286,93,50,92,0,13.4,5.0,4.7,0.7,1009.8,1005.8
2017-05-27,32.5,25.4,1.40,5.0,10.6,91,18.96,28.4,77,74,1007.4,25.2,91,93,56,98,21,13.7,5.4,2.9,1.3,1008.9,1004.8
2017-05-28,31.1,24.8,13.60,12.0,6.9,269,12.71,26.8,88,96,1008.2,29.9,269,97,67,100,58,14.1,3.6,5.4,0.0,1010.0,1007.0
2017-05-29,30.1,24.9,4.80,15.0,10.2,101,13.21,26.9,85,93,1008.6,27.7,101,99,68,100,50,14.9,5.4,4.0,1.1,1010.9,1006.4
2017-05-30,31.5,23.5,3.00,6.0,16.3,92,17.38,27.3,81,54,1009.0,35.3,92,97,59,93,0,16.1,6.9,4.0,1.1,1010.4,1007.1
2017-05-31,31.5,24.6,9.30,8.0,15.3,94,15.52,27.0,84,81,1009.6,37.1,94,95,63,100,41,17.7,6.2,5.8,0.7,1011.6,1008.0
2017-06-01,30.1,24.2,0.20,2.0,17.6,255,10.12,26.9,83,98,1010.5,37.1,255,95,67,100,92,20.1,9.4,4.0,2.6,1011.7,1008.3
2017-06-02,30.3,25.5,0.50,1.0,13.2,105,10.68,27.3,84,100,1010.5,28.1,105,95,68,100,98,14.1,6.3,6.1,3.8,1012.0,1008.7
2017-06-03,31.7,23.9,3.60,3.0,7.1,134,17.50,27.4,83,71,1010.8,19.8,134,98,60,100,24,10.5,4.0,5.4,1.6,1012.2,1008.8
2017-06-04,31.8,23.9,0.10,1.0,11.9,139,17.85,27.7,80,52,1010.1,27.0,139,95,58,99,11,12.3,4.7,3.2,0.8,1011.7,1008.0
2017-06-05,31.1,24.4,1.30,6.0,11.6,224,17.11,27.1,82,41,1009.6,28.1,224,94,62,92,2,11.6,4.3,3.6,0.8,1011.6,1007.4
2017-06-06,30.8,23.9,1.20,6.0,8.0,83,16.96,27.3,80,42,1009.8,18.7,83,94,62,91,7,11.3,4.6,5.0,1.1,1011.7,1007.1
2017-06-07,31.2,23.4,1.30,4.0,12.1,98,17.75,27.3,80,16,1009.7,27.7,98,97,56,53,0,14.6,6.4,7.2,3.2,1011.1,1007.7
2017-06-08,31.8,23.9,0.30,3.0,14.4,96,18.46,27.8,77,19,1009.3,32.0,96,93,57,56,3,17.4,8.2,7.2,4.4,1011.1,1007.0
2017-06-09,32.6,23.5,0.00,0.0,10.5,95,20.20,27.9,77,23,1009.0,25.6,95,93,53,57,0,14.2,6.1,6.8,2.5,1010.5,1006.7
2017-06-10,32.8,24.4,1.90,4.0,8.7,195,19.67,27.9,79,24,1009.5,23.8,195,91,53,76,0,13.3,5.3,6.5,2.4,1011.0,1007.4
2017-06-11,30.9,25.1,1.50,5.0,9.4,281,16.78,27.6,81,47,1009.8,24.5,281,96,66,91,22,11.1,4.0,4.0,1.3,1011.3,1007.5
2017-06-12,31.2,24.2,3.80,5.0,9.5,93,17.65,27.0,83,55,1010.3,27.4,93,95,64,97,6,12.6,4.8,3.2,1.1,1011.8,1008.2
2017-06-13,30.9,24.0,18.90,10.0,10.0,88,16.72,26.9,84,73,1010.7,26.6,88,95,66,100,23,13.1,4.8,5.4,1.6,1012.6,1007.9
2017-06-14,31.0,23.5,16.20,12.0,8.8,26,18.35,26.9,84,53,1010.7,26.3,26,97,65,100,5,14.3,4.8,4.7,1.0,1012.8,1008.4
2017-06-15,31.2,24.4,7.90,11.0,10.0,112,16.15,26.8,86,69,1010.0,28.1,112,95,69,100,29,13.3,4.3,4.7,1.4,1011.6,1008.2
2017-06-16,31.2,23.7,5.50,5.0,15.9,79,17.62,27.0,83,61,1009.9,37.4,79,96,61,100,9,19.7,8.5,5.0,1.0,1011.2,1007.9
2017-06-17,31.9,24.5,3.50,3.0,10.2,115,17.66,27.3,81,70,1009.0,28.4,115,93,58,100,27,15.1,6.0,5.0,1.5,1010.4,1007.4
2017-06-18,30.9,23.4,2.70,7.0,10.5,270,18.41,26.7,82,72,1008.9,24.5,270,96,61,98,23,14.8,6.4,5.8,3.4,1010.8,1006.6
2017-06-19,31.5,22.2,0.40,3.0,9.7,63,20.41,27.0,79,52,1009.2,22.3,63,100,54,98,0,12.5,4.9,4.3,1.1,1010.9,1006.7
2017-06-20,31.0,23.5,0.00,0.0,9.5,91,18.21,27.3,76,70,1009.4,23.8,91,94,53,98,12,14.5,6.2,5.8,2.6,1010.9,1007.1
2017-06-21,30.5,23.3,1.00,6.0,10.0,77,16.03,26.9,81,82,1010.0,25.2,77,94,60,98,43,12.2,5.0,2.9,1.5,1011.4,1008.1
2017-06-22,30.5,23.7,11.10,8.0,9.0,135,14.27,26.5,85,88,1010.1,28.8,135,96,71,100,53,12.0,4.5,3.6,1.1,1011.6,1008.3
2017-06-23,29.5,23.9,9.80,12.0,6.4,116,12.54,26.4,86,93,1009.1,25.9,116,96,75,100,49,11.9,4.2,4.3,2.2,1010.7,1007.0
2017-06-24,28.0,23.9,6.60,11.0,11.3,97,8.32,26.0,84,98,1008.9,29.9,97,96,73,100,80,12.6,5.4,1.4,0.8,1010.3,1007.6
2017-06-25,30.9,23.2,4.00,7.0,14.2,99,14.94,26.0,83,89,1008.6,33.8,99,96,59,100,50,16.7,7.0,4.0,1.6,1010.4,1006.8
2017-06-26,29.0,23.6,18.10,13.0,11.7,79,12.10,25.5,89,95,1010.2,36.7,79,96,74,100,74,19.2,7.6,5.0,1.3,1012.6,1009.0
2017-06-27,30.7,23.1,3.20,5.0,7.2,105,17.39,26.1,86,83,1010.7,18.4,105,99,64,100,4,11.6,4.3,5.4,2.3,1012.2,1008.5
2017-06-28,31.1,23.5,4.50,9.0,11.7,104,18.14,26.8,83,41,1009.9,27.4,104,96,61,93,0,13.6,5.8,5.8,3.1,1011.5,1008.3
2017-06-29,30.9,22.9,4.50,10.0,8.0,151,18.34,26.5,83,49,1009.7,18.4,151,96,65,100,9,11.6,4.0,5.8,0.4,1011.3,1007.3
2017-06-30,28.9,23.7,65.20,17.0,7.0,300,12.14,25.6,88,90,1010.0,28.4,300,96,74,100,44,13.0,4.0,4.3,1.6,1011.3,1008.3
2017-07-01,31.0,23.1,0.00,0.0,11.8,86,19.37,26.7,80,43,1009.1,27.0,86,97,56,100,0,17.2,8.0,5.4,3.4,1010.9,1007.4
2017-07-02,31.4,24.0,0.60,5.0,15.2,93,18.71,27.2,79,37,1009.3,37.8,93,93,60,90,0,18.4,8.4,6.8,3.6,1010.6,1007.3
2017-07-03,31.0,23.8,2.70,6.0,9.4,107,18.11,26.8,82,56,1010.2,25.2,107,95,61,92,16,13.6,5.1,4.3,1.4,1012.0,1008.7
2017-07-04,31.9,23.2,0.60,5.0,9.7,87,18.97,27.3,81,53,1009.7,26.6,87,96,60,94,1,14.7,6.3,4.3,1.1,1011.6,1006.7
2017-07-05,31.4,23.6,1.60,5.0,9.2,246,17.32,27.1,82,64,1010.8,23.4,246,97,57,100,9,13.8,5.4,5.4,0.7,1012.5,1008.7
2017-07-06,30.2,23.0,0.40,3.0,9.3,358,17.13,26.5,82,72,1010.8,24.5,358,94,61,100,22,12.6,5.2,4.0,1.6,1012.9,1008.6
2017-07-07,31.6,23.4,0.40,2.0,12.4,87,18.92,27.3,78,79,1010.2,27.0,87,94,55,100,1,13.4,5.2,2.5,1.3,1011.9,1007.7
2017-07-08,31.5,24.4,1.10,4.0,10.0,189,18.44,27.1,78,54,1010.5,28.4,189,90,56,97,1,14.5,5.6,5.8,2.6,1011.9,1008.0
2017-07-09,30.4,24.0,9.10,12.0,7.9,34,17.57,26.8,82,75,1010.8,22.7,34,96,61,100,40,12.2,4.4,6.1,1.5,1012.2,1008.4
2017-07-10,28.9,23.4,4.40,11.0,9.1,29,15.96,25.9,86,70,1010.7,24.1,29,97,72,100,21,11.2,3.4,2.9,0.8,1012.4,1008.4
2017-07-11,29.8,23.6,4.40,10.0,9.5,304,15.57,26.3,84,83,1010.7,27.7,304,96,69,99,44,12.7,4.3,2.9,1.0,1012.7,1008.5
2017-07-12,30.1,23.6,1.70,6.0,8.8,281,16.81,26.4,83,93,1011.0,21.6,281,96,61,99,77,10.8,4.2,2.2,1.1,1012.9,1008.7
2017-07-13,30.2,23.8,0.20,1.0,9.0,47,13.15,26.9,81,87,1010.3,21.2,47,97,61,99,23,8.4,3.1,2.2,0.0,1011.9,1007.6
2017-07-14,30.8,23.4,0.20,1.0,13.5,127,15.87,27.0,81,92,1009.6,34.6,127,95,59,100,46,13.7,5.3,4.3,2.3,1010.7,1007.5
2017-07-15,29.9,24.6,1.00,5.0,10.8,280,12.72,26.4,82,98,1010.0,34.9,280,91,65,100,89,14.6,5.6,5.4,2.3,1011.1,1008.7
2017-07-16,30.8,22.7,0.60,3.0,11.0,246,17.65,26.4,79,87,1009.8,23.8,246,96,55,99,29,13.9,5.8,6.5,1.1,1011.3,1008.0
2017-07-17,31.2,22.1,0.00,0.0,10.2,213,20.51,26.5,66,37,1009.4,23.8,213,81,45,90,5,13.7,5.5,5.0,0.0,1011.3,1007.2
2017-07-18,30.4,24.3,0.00,0.0,11.8,82,13.39,26.6,73,90,1011.3,24.5,82,88,53,100,73,14.4,6.5,4.3,1.9,1012.8,1010.2
2017-07-19,31.8,23.3,0.90,3.0,10.7,96,18.13,26.8,78,44,1010.5,24.5,96,92,53,100,11,14.9,6.0,4.7,2.1,1011.7,1007.9
2017-07-20,30.6,23.1,2.60,4.0,8.0,169,17.45,26.3,84,32,1010.0,21.2,169,96,64,76,2,11.6,4.4,2.9,1.6,1011.9,1007.7
2017-07-21,30.2,23.5,0.40,3.0,11.9,124,16.45,26.4,84,42,1010.9,27.7,124,99,64,82,12,12.5,4.5,2.2,0.7,1012.6,1008.7
2017-07-22,31.1,24.2,1.60,4.0,7.9,123,17.65,27.1,80,33,1010.5,19.4,123,95,59,100,6,12.2,4.6,3.2,1.6,1012.3,1007.6
2017-07-23,31.0,24.1,2.40,6.0,9.6,11,17.62,26.8,82,35,1010.3,24.5,11,95,56,90,12,12.1,4.4,3.2,2.1,1011.8,1008.2
2017-07-24,30.5,24.0,1.60,10.0,7.2,33,17.40,26.8,82,71,1009.5,22.7,33,95,66,96,22,11.5,3.7,3.2,0.5,1011.4,1006.8
2017-07-25,32.0,23.8,0.00,0.0,14.8,62,21.17,27.4,72,43,1008.5,33.1,62,94,43,100,0,14.9,6.3,3.2,1.5,1010.0,1005.8
2017-07-26,32.0,21.6,0.00,0.0,10.7,127,21.40,26.8,66,61,1009.1,24.8,127,82,43,98,7,14.7,6.3,5.4,2.9,1010.4,1006.8
2017-07-27,31.6,23.2,0.60,1.0,12.6,24,19.29,27.3,70,66,1009.6,29.2,24,86,53,100,5,16.0,6.7,6.5,0.7,1011.3,1007.5
2017-07-28,32.4,23.8,3.50,8.0,14.3,91,18.68,27.2,79,63,1010.3,31.3,91,92,55,99,12,15.6,6.0,5.8,1.9,1011.9,1008.4
2017-07-29,31.1,24.0,17.70,7.0,8.9,167,15.33,26.5,85,79,1010.6,28.4,167,97,63,100,13,12.9,4.0,3.2,0.7,1012.2,1008.9
2017-07-30,32.2,23.2,0.00,0.0,12.2,67,19.53,27.2,81,30,1009.3,31.7,67,97,55,88,3,13.6,5.1,3.2,1.4,1011.1,1006.7
2017-07-31,31.8,24.5,1.60,6.0,8.6,247,18.99,27.6,80,21,1009.8,20.9,247,97,57,86,0,13.8,5.5,6.5,0.7,1011.6,1007.8
2017-08-01,32.6,22.5,0.00,0.0,14.1,239,21.21,27.0,71,18,1010.5,32.8,239,96,44,75,0,15.9,6.6,6.5,1.4,1012.5,1007.9
2017-08-02,32.5,20.8,0.00,0.0,16.3,288,21.50,26.5,67,29,1010.6,38.5,288,83,41,92,0,15.0,6.2,6.8,1.5,1012.7,1007.8
2017-08-03,32.1,23.1,0.10,1.0,16.3,253,20.80,27.0,72,63,1009.6,37.1,253,85,49,95,17,18.0,7.6,7.2,2.7,1011.5,1006.1
2017-08-04,31.7,23.6,0.10,1.0,14.2,337,21.66,27.1,70,76,1008.8,33.5,337,85,51,100,16,16.8,7.0,2.2,0.5,1010.3,1006.4
2017-08-05,31.9,23.5,0.00,0.0,12.6,311,20.89,27.3,71,51,1009.0,31.0,311,85,50,97,3,15.7,6.5,2.5,1.1,1010.7,1006.0
2017-08-06,32.1,23.6,0.00,0.0,13.7,16,19.74,27.4,75,37,1009.3,32.0,16,90,49,93,1,14.7,6.2,3.6,2.5,1011.0,1006.7
2017-08-07,32.2,24.3,0.10,1.0,15.3,66,20.34,27.6,75,32,1009.7,36.4,66,91,50,97,0,15.7,6.7,4.7,2.3,1012.0,1007.2
2017-08-08,31.9,23.6,0.70,3.0,13.0,44,19.57,27.8,73,43,1010.7,31.7,44,86,54,99,0,13.9,5.5,2.2,1.1,1012.0,1008.3
2017-08-09,31.5,25.2,1.60,6.0,14.1,316,17.14,27.7,78,75,1010.4,34.2,316,89,55,98,26,15.1,6.0,2.5,1.5,1012.0,1007.8
2017-08-10,31.0,23.1,0.70,5.0,10.5,283,17.51,26.9,78,55,1009.9,26.6,283,95,57,88,17,14.0,5.2,4.7,0.4,1011.8,1007.0
2017-08-11,31.4,23.6,0.50,5.0,11.3,354,18.73,27.2,78,58,1009.7,27.7,354,96,56,95,16,13.4,5.3,4.0,1.3,1011.3,1006.8
2017-08-12,30.5,24.5,2.10,11.0,9.7,22,17.38,27.1,78,51,1010.2,25.9,22,90,62,97,28,12.1,4.2,2.9,0.7,1011.8,1007.6
2017-08-13,30.8,23.5,1.30,9.0,8.7,311,16.39,26.6,82,77,1010.8,25.6,311,98,65,100,34,12.9,4.2,2.9,0.5,1012.0,1009.0
2017-08-14,31.0,24.0,1.10,5.0,10.6,313,17.10,27.1,80,84,1010.8,27.0,313,93,60,99,38,11.9,4.2,1.8,0.4,1012.6,1008.7
2017-08-15,32.3,22.7,0.00,0.0,15.5,350,20.35,27.2,74,57,1009.9,35.6,350,94,47,99,5,15.4,6.1,4.7,1.6,1011.8,1006.8
2017-08-16,32.2,23.8,0.00,0.0,16.6,313,19.34,27.2,67,73,1008.9,41.0,313,86,41,99,16,17.5,7.2,5.8,1.0,1010.6,1006.3
2017-08-17,31.5,22.7,0.00,0.0,13.7,52,18.99,27.1,70,90,1008.5,33.5,52,88,47,99,53,16.2,6.8,7.9,0.0,1010.2,1006.2
2017-08-18,33.0,24.5,0.00,0.0,20.1,79,20.04,28.0,68,66,1009.3,43.6,79,88,43,97,0,19.8,8.5,4.3,2.5,1011.8,1006.5
2017-08-19,34.0,24.0,0.30,1.0,14.6,61,20.62,28.6,67,52,1009.5,36.4,61,85,43,89,11,18.5,7.5,4.3,0.0,1011.3,1006.4
2017-08-20,33.5,25.1,0.90,4.0,15.5,326,20.39,28.6,68,61,1008.7,36.0,326,80,49,94,18,20.4,8.1,5.0,3.4,1011.0,1005.8
2017-08-21,32.8,24.8,0.60,5.0,12.2,75,18.72,28.3,69,70,1008.2,32.0,75,83,46,94,2,18.2,7.6,5.4,2.6,1010.6,1005.6
2017-08-22,32.8,24.1,0.00,0.0,14.0,269,18.80,28.1,67,82,1009.2,32.8,269,82,44,99,44,18.6,7.7,6.8,3.3,1011.0,1006.5
2017-08-23,34.1,24.9,0.00,0.0,18.6,75,21.35,28.5,62,42,1008.8,42.5,75,81,39,96,0,20.8,8.7,4.7,2.3,1010.7,1005.3
2017-08-24,34.0,24.6,0.10,1.0,20.1,45,20.51,28.7,59,41,1008.9,43.9,45,76,37,93,0,21.2,8.6,5.4,0.4,1010.6,1006.1
2017-08-25,33.8,25.2,0.40,3.0,16.5,49,20.88,28.8,62,63,1008.5,39.2,49,76,44,98,14,20.0,8.0,11.9,1.5,1010.4,1005.4
2017-08-26,35.3,25.2,0.00,0.0,23.7,81,22.71,29.2,55,81,1008.1,51.5,81,78,22,95,11,26.6,12.2,5.0,3.6,1009.8,1005.2
2017-08-27,34.8,24.0,0.00,0.0,21.6,69,23.77,28.2,61,57,1007.8,48.6,69,75,33,95,0,21.1,9.1,4.3,2.9,1009.6,1005.3
2017-08-28,34.8,23.9,0.20,1.0,22.2,74,21.44,28.7,61,80,1008.1,49.3,74,80,33,96,46,23.6,10.1,8.3,2.6,1010.4,1005.8
2017-08-29,32.5,24.5,1.60,6.0,12.3,306,17.36,27.5,74,98,1009.4,31.7,306,93,49,100,93,17.4,6.6,4.3,1.4,1011.9,1007.3
2017-08-30,32.2,23.9,0.50,2.0,14.9,38,20.04,27.7,76,76,1010.0,37.8,38,94,51,95,31,16.9,6.7,4.0,2.3,1011.3,1008.0
2017-08-31,32.0,25.1,1.10,8.0,11.9,38,18.13,28.2,73,83,1010.2,30.6,38,88,53,100,26,15.0,5.7,3.2,1.1,1012.4,1007.7
2017-09-01,31.0,25.2,1.00,7.0,10.1,318,15.38,27.8,72,79,1010.4,26.3,318,84,56,100,33,15.1,5.8,2.5,0.8,1012.8,1007.9
2017-09-02,33.3,25.0,0.20,2.0,18.2,28,20.57,28.3,67,63,1009.6,42.5,28,82,43,100,0,17.6,7.1,5.4,1.1,1011.4,1006.7
2017-09-03,34.1,23.8,0.00,0.0,17.7,59,22.94,28.5,62,72,1009.6,41.4,59,84,39,99,10,19.1,7.8,4.3,1.8,1011.6,1006.9
2017-09-04,35.2,24.6,0.00,0.0,16.0,316,21.63,29.1,61,67,1009.3,39.6,316,79,37,98,11,19.4,7.7,4.3,1.3,1011.2,1006.5
2017-09-05,32.6,25.3,1.50,7.0,11.4,246,17.10,28.4,70,83,1009.4,29.5,246,90,47,98,43,16.3,6.4,2.2,0.5,1010.9,1006.7
2017-09-06,32.2,24.2,1.80,3.0,13.9,34,18.69,28.0,73,85,1009.6,35.6,34,95,51,96,54,17.3,6.2,4.0,1.4,1011.4,1007.1
2017-09-07,33.9,24.8,0.50,2.0,19.0,71,19.99,28.5,67,56,1009.4,41.8,71,84,43,98,0,21.1,9.2,4.7,2.6,1011.1,1006.7
2017-09-08,34.8,24.5,0.50,1.0,18.2,70,22.62,28.9,63,12,1009.3,41.8,70,80,40,41,1,19.8,8.2,3.6,2.1,1011.0,1006.2
2017-09-09,33.8,24.9,0.30,1.0,16.6,352,21.86,28.7,70,39,1008.5,39.6,352,85,49,87,3,17.8,6.9,2.9,0.8,1010.4,1005.9
2017-09-10,33.5,25.0,2.50,3.0,16.6,329,19.43,28.0,74,43,1009.3,38.9,329,91,46,83,6,19.6,6.8,5.0,2.6,1010.9,1006.4
2017-09-11,34.3,24.4,0.10,1.0,16.7,23,21.64,28.6,70,92,1009.4,40.3,23,91,43,99,63,17.8,6.8,5.0,2.2,1010.8,1006.8
2017-09-12,33.2,24.1,2.70,5.0,16.8,313,19.19,27.8,72,96,1009.9,40.7,313,91,43,100,86,19.4,7.6,8.3,1.1,1011.6,1007.6
2017-09-13,32.8,22.6,0.00,0.0,17.7,9,23.57,27.7,69,63,1009.8,42.1,9,87,47,99,1,17.3,6.6,4.7,0.8,1011.3,1007.6
2017-09-14,33.8,25.0,0.10,1.0,17.0,36,19.39,28.5,68,56,1009.1,39.2,36,84,41,99,3,16.4,6.3,2.5,0.8,1010.7,1006.5
2017-09-15,34.8,25.2,1.00,2.0,16.6,341,21.75,29.0,71,52,1008.6,40.7,341,86,44,97,3,15.3,5.2,3.6,1.6,1010.1,1006.1
2017-09-16,34.3,25.4,1.00,4.0,14.1,10,21.79,29.2,67,26,1009.7,36.4,10,85,42,83,0,19.2,7.1,4.0,1.1,1011.7,1007.3
2017-09-17,34.9,25.7,0.70,3.0,17.9,40,22.22,29.2,65,54,1010.9,41.8,40,80,37,91,6,22.2,8.9,7.2,0.4,1013.0,1008.1
2017-09-18,34.7,24.5,0.00,0.0,19.8,71,22.36,28.9,67,23,1011.4,45.4,71,89,38,70,0,21.3,9.2,5.8,3.4,1013.5,1008.9
2017-09-19,34.1,25.5,1.20,3.0,19.1,28,22.86,28.7,68,59,1010.7,43.9,28,88,39,94,23,18.6,7.2,3.6,2.3,1012.7,1007.6
2017-09-20,31.3,24.5,1.90,12.0,11.6,14,16.51,27.2,74,87,1010.5,29.2,14,91,52,98,56,13.8,4.6,4.3,0.4,1012.2,1008.1
2017-09-21,31.4,23.8,0.10,1.0,15.1,347,19.49,27.5,71,59,1009.6,35.6,347,92,51,98,11,17.1,6.6,2.9,0.8,1011.3,1006.9
2017-09-22,33.6,23.6,0.00,0.0,16.5,347,23.98,28.2,65,70,1009.7,40.0,347,86,40,96,6,17.3,6.8,4.0,1.3,1011.0,1007.4
2017-09-23,33.5,24.3,0.40,2.0,14.7,297,20.35,28.7,65,80,1010.0,38.5,297,79,45,100,12,18.0,6.8,6.5,3.2,1011.3,1008.2
2017-09-24,30.5,26.0,4.00,10.0,11.5,124,14.70,27.5,77,97,1009.9,32.8,124,94,65,100,62,15.6,6.0,3.2,1.4,1011.4,1008.0
2017-09-25,31.4,24.5,1.00,6.0,12.0,169,18.95,27.4,80,92,1008.5,32.0,169,94,60,100,49,15.8,5.2,2.2,0.5,1010.1,1005.6
2017-09-26,31.6,24.3,8.20,11.0,11.9,132,16.18,27.2,83,99,1009.1,32.8,132,96,62,100,95,19.3,6.1,5.4,1.8,1010.9,1006.7
2017-09-27,25.5,23.9,61.40,20.0,7.0,174,3.13,24.7,95,99,1010.5,26.3,174,99,91,100,90,12.2,3.4,3.6,0.4,1012.8,1008.3
2017-09-28,30.8,23.7,7.00,10.0,9.0,19,17.18,26.8,84,78,1009.9,23.4,19,99,63,100,24,11.2,3.9,2.5,0.5,1012.2,1006.7
2017-09-29,31.0,24.3,13.50,13.0,10.5,103,18.60,26.9,84,58,1010.0,27.4,103,95,68,100,21,14.4,5.6,3.2,1.1,1011.5,1007.8
2017-09-30,31.3,24.5,3.00,8.0,8.0,127,19.47,27.4,80,58,1010.6,22.7,127,96,61,96,21,11.5,4.3,1.8,0.4,1012.3,1008.2
2017-10-01,31.5,24.8,14.90,15.0,12.8,94,20.24,27.1,82,85,1009.9,29.5,94,93,63,100,47,14.5,4.9,4.0,0.7,1011.8,1006.9
2017-10-02,30.9,23.5,4.60,11.0,10.2,96,19.70,26.5,84,71,1009.1,25.9,96,95,69,100,28,14.6,5.6,7.9,0.8,1010.9,1006.0
2017-10-03,30.4,23.6,19.70,12.0,10.0,112,19.73,26.3,85,73,1009.3,26.6,112,98,66,100,16,11.8,3.3,2.9,1.1,1011.0,1006.7
2017-10-04,30.9,23.6,10.50,11.0,11.6,80,19.85,26.7,83,86,1009.5,29.9,80,97,61,98,53,15.9,5.3,4.3,1.1,1011.1,1007.6
2017-10-05,32.5,24.0,3.00,9.0,13.6,78,22.60,27.7,81,55,1009.0,38.5,78,98,62,96,11,18.2,6.3,5.4,1.1,1010.8,1005.9
2017-10-06,31.7,24.5,4.60,9.0,9.7,135,20.72,27.6,82,34,1008.3,29.5,135,92,67,69,5,15.6,5.3,6.1,2.5,1010.0,1005.8
2017-10-07,31.8,24.2,0.80,7.0,9.2,36,20.52,27.4,80,55,1007.8,24.8,36,96,59,99,12,13.9,5.2,5.0,0.4,1009.3,1005.0
2017-10-08,30.5,24.0,6.30,8.0,10.9,350,19.06,26.9,83,80,1007.4,27.7,350,97,64,98,24,12.8,4.6,4.3,1.5,1008.9,1005.3
2017-10-09,31.0,24.5,18.70,10.0,12.7,325,18.81,26.8,85,70,1006.9,30.2,325,95,69,100,9,13.1,4.6,4.3,1.6,1008.5,1004.6
2017-10-10,31.0,24.0,2.10,5.0,9.7,216,16.26,27.1,85,97,1006.5,25.6,216,99,68,100,89,11.7,3.7,4.3,0.4,1008.8,1004.2
2017-10-11,32.2,24.6,4.70,12.0,10.1,90,20.54,27.7,82,63,1006.8,24.8,90,97,62,98,11,12.9,3.7,3.2,0.8,1009.2,1004.7
2017-10-12,31.2,24.1,4.80,4.0,11.2,223,18.59,26.9,86,85,1007.9,29.2,223,97,69,100,40,12.1,4.1,2.2,0.7,1009.6,1005.8
2017-10-13,32.5,22.9,0.60,3.0,11.2,246,21.42,27.6,77,88,1007.9,25.6,246,97,53,99,37,14.3,5.7,7.2,1.9,1010.1,1005.6
2017-10-14,32.5,24.1,1.40,4.0,11.2,297,20.71,28.0,75,83,1007.6,26.3,297,90,56,99,48,14.2,5.7,5.0,1.3,1009.7,1004.9
2017-10-15,32.5,24.0,1.50,4.0,11.5,238,22.03,27.9,77,98,1007.7,27.7,238,95,58,100,87,15.3,6.1,5.4,0.8,1009.4,1005.3
2017-10-16,32.3,25.0,15.10,5.0,10.2,217,18.28,27.4,78,90,1008.9,27.7,217,93,58,100,37,14.5,5.2,5.0,1.3,1010.6,1006.8
2017-10-17,31.7,25.1,0.40,4.0,6.5,275,13.99,27.7,79,95,1008.8,22.0,275,91,62,100,64,9.8,3.8,3.2,1.9,1010.9,1005.9
2017-10-18,31.9,24.5,12.60,15.0,8.9,56,13.77,27.1,84,83,1009.1,21.2,56,96,60,100,31,12.7,4.9,4.3,1.9,1011.0,1007.3
2017-10-19,31.0,24.1,14.10,13.0,9.6,171,16.60,26.6,87,91,1010.2,25.2,171,97,67,100,57,12.0,3.8,4.3,1.4,1012.5,1008.0
2017-10-20,31.6,24.3,2.20,8.0,8.1,184,18.05,27.2,84,91,1011.1,22.7,184,96,62,100,43,12.4,4.2,4.0,1.5,1012.9,1008.9
2017-10-21,32.3,24.6,4.20,9.0,10.4,192,20.27,27.9,81,92,1010.6,26.3,192,94,61,99,66,12.4,3.9,5.0,0.8,1012.9,1008.3
2017-10-22,31.6,24.5,5.70,8.0,8.9,132,19.58,27.7,83,76,1009.9,25.2,132,97,66,98,3,11.5,4.3,3.2,1.8,1011.6,1007.8
2017-10-23,32.0,24.6,3.30,12.0,10.6,175,19.25,27.0,82,75,1010.1,23.8,175,91,63,100,15,12.7,4.2,2.9,0.8,1012.4,1007.9
2017-10-24,32.4,22.4,0.40,2.0,9.9,231,21.43,27.4,77,64,1010.9,28.8,231,94,52,95,15,12.4,4.4,4.3,0.7,1012.7,1008.4
2017-10-25,32.0,24.0,2.00,3.0,9.8,223,19.04,27.4,79,88,1010.9,27.7,223,89,62,100,18,11.0,4.2,3.6,1.9,1012.5,1008.9
2017-10-26,31.8,25.2,1.40,5.0,14.8,239,20.27,27.9,78,72,1010.3,33.1,239,93,60,99,11,13.7,5.6,5.0,2.3,1012.5,1007.4
2017-10-27,31.8,24.1,7.70,5.0,10.1,145,20.03,27.3,81,89,1008.9,29.9,145,95,62,99,31,12.7,4.4,4.0,0.7,1010.6,1006.8
2017-10-28,29.9,24.4,9.40,9.0,8.9,93,14.44,26.5,86,95,1009.1,22.3,93,95,68,100,63,13.0,5.0,6.5,1.9,1010.8,1007.4
2017-10-29,31.6,24.3,19.30,8.0,12.6,214,15.87,26.7,86,93,1009.1,31.3,214,97,67,100,74,14.6,4.9,5.0,1.5,1010.5,1007.5
